NA	Gene Symbol	NA	dme-miR Family
NA	Bruce	NA	dme-miR-252
NA	bs	NA	dme-miR-276
NA	Bsg	NA	dme-miR-304
NA	Bsg	NA	dme-miR-252
NA	Bsg	NA	dme-miR-999
NA	Bsg25D	NA	dme-miR-315
NA	Bsg25D	NA	dme-miR-316
NA	Bsg25D	NA	dme-miR-960
NA	Bsg25D	NA	dme-miR-8
NA	Bsg25D	NA	dme-miR-987
NA	Bsg25D	NA	dme-miR-932
NA	bsh	NA	dme-miR-986
NA	BtbVII	NA	dme-miR-1011
NA	BtbVII	NA	dme-miR-190
NA	Btk29A	NA	dme-miR-252
NA	Btk29A	NA	dme-miR-1002
NA	btn	NA	dme-miR-1002
NA	btn	NA	dme-miR-252
NA	btsz	NA	dme-miR-284
NA	btsz	NA	dme-miR-314
NA	btsz	NA	dme-miR-970
NA	btsz	NA	dme-miR-285
NA	btsz	NA	dme-miR-995
NA	btsz	NA	dme-miR-998
NA	btsz	NA	dme-miR-960
NA	btsz	NA	dme-miR-927
NA	btsz	NA	dme-miR-1000
NA	btsz	NA	dme-miR-964
NA	btv	NA	dme-miR-263a
NA	btz	NA	dme-miR-1014
NA	bun	NA	dme-miR-283
NA	bun	NA	dme-miR-2a-1
NA	bun	NA	dme-miR-6
NA	bun	NA	dme-miR-11
NA	bun	NA	dme-miR-13
NA	bun	NA	dme-miR-308
NA	bur	NA	dme-miR-5
NA	bw	NA	dme-miR-7
NA	bw	NA	dme-miR-285
NA	bw	NA	dme-miR-995
NA	bw	NA	dme-miR-998
NA	bw	NA	dme-miR-210
NA	bwa	NA	dme-miR-284
NA	bwa	NA	dme-miR-2a-1
NA	bwa	NA	dme-miR-6
NA	bwa	NA	dme-miR-11
NA	bwa	NA	dme-miR-13
NA	bwa	NA	dme-miR-308
NA	bwa	NA	dme-miR-275
NA	bwa	NA	dme-miR-306
NA	bwa	NA	dme-miR-4
NA	bwa	NA	dme-miR-276
NA	Bx	NA	dme-miR-9
NA	Bx	NA	dme-miR-263b
NA	Bx	NA	dme-miR-284
NA	by	NA	dme-miR-92
NA	by	NA	dme-miR-310
NA	by	NA	dme-miR-311
NA	by	NA	dme-miR-312
NA	by	NA	dme-miR-313
NA	c-cup	NA	dme-miR-987
NA	c-cup	NA	dme-miR-285
NA	c-cup	NA	dme-miR-995
NA	c-cup	NA	dme-miR-998
NA	c-cup	NA	dme-miR-1014
NA	c-cup	NA	dme-miR-10-3p
NA	c-cup	NA	dme-miR-1006
NA	c-cup	NA	dme-miR-315
NA	c11.1	NA	dme-miR-133
NA	c12.2	NA	dme-miR-965
NA	C15	NA	dme-miR-2a-1
NA	C15	NA	dme-miR-6
NA	C15	NA	dme-miR-11
NA	C15	NA	dme-miR-13
NA	C15	NA	dme-miR-308
NA	C3G	NA	dme-miR-971
NA	ca	NA	dme-miR-1000
NA	Ca-alpha1T	NA	dme-miR-1014
NA	Ca-alpha1T	NA	dme-miR-375
NA	Ca-alpha1T	NA	dme-miR-1002
NA	Ca-alpha1T	NA	dme-miR-929
NA	Ca-alpha1T	NA	dme-miR-10-3p
NA	Ca-alpha1T	NA	dme-miR-1006
NA	Ca-alpha1T	NA	dme-miR-2a-1
NA	Ca-alpha1T	NA	dme-miR-6
NA	Ca-alpha1T	NA	dme-miR-11
NA	Ca-alpha1T	NA	dme-miR-13
NA	Ca-alpha1T	NA	dme-miR-308
NA	Ca-alpha1T	NA	dme-miR-219
NA	Ca-alpha1T	NA	dme-miR-252
NA	Ca-alpha1T	NA	dme-miR-92
NA	Ca-alpha1T	NA	dme-miR-310
NA	Ca-alpha1T	NA	dme-miR-311
NA	Ca-alpha1T	NA	dme-miR-312
NA	Ca-alpha1T	NA	dme-miR-313
NA	Ca-alpha1T	NA	dme-miR-137
NA	Ca-beta	NA	dme-miR-305
NA	Ca-P60A	NA	dme-miR-964
NA	Ca-P60A	NA	dme-miR-932
NA	Ca-P60A	NA	dme-miR-1
NA	Ca-P60A	NA	dme-miR-2a-2
NA	Ca-P60A	NA	dme-miR-2c
NA	Ca-P60A	NA	dme-miR-927
NA	CaBP1	NA	dme-miR-14
NA	cac	NA	dme-miR-137
NA	cac	NA	dme-miR-210
NA	cac	NA	dme-miR-10-3p
NA	cac	NA	dme-miR-1006
NA	cac	NA	dme-miR-283
NA	cac	NA	dme-miR-971
NA	cac	NA	dme-miR-1014
NA	Cad87A	NA	dme-miR-281-2-3p
NA	Cad87A	NA	dme-miR-283
NA	Cad87A	NA	dme-miR-7
NA	Cad87A	NA	dme-miR-316
NA	Cad87A	NA	dme-miR-87
NA	Cad87A	NA	dme-miR-277
NA	Cad87A	NA	dme-miR-1000
NA	Cad88C	NA	dme-let-7
NA	Cad88C	NA	dme-miR-274
NA	Cad88C	NA	dme-miR-263a
NA	Cad89D	NA	dme-miR-92
NA	Cad89D	NA	dme-miR-310
NA	Cad89D	NA	dme-miR-311
NA	Cad89D	NA	dme-miR-312
NA	Cad89D	NA	dme-miR-313
NA	Cad96Ca	NA	dme-miR-4
NA	Cad96Ca	NA	dme-miR-79
NA	Cad96Ca	NA	dme-miR-1017
NA	CadN	NA	dme-miR-9
NA	CadN	NA	dme-miR-277
NA	CadN	NA	dme-miR-315
NA	CadN2	NA	dme-miR-277
NA	Caf1-105	NA	dme-bantam
NA	CAH1	NA	dme-miR-281-2-3p
NA	Caki	NA	dme-miR-965
NA	Caki	NA	dme-miR-8
NA	Caki	NA	dme-miR-92
NA	Caki	NA	dme-miR-310
NA	Caki	NA	dme-miR-311
NA	Caki	NA	dme-miR-312
NA	Caki	NA	dme-miR-313
NA	Caki	NA	dme-miR-iab4as
NA	Caki	NA	dme-miR-1
NA	Caki	NA	dme-miR-33
NA	Caki	NA	dme-miR-1003
NA	Caki	NA	dme-miR-1004
NA	CalpB	NA	dme-miR-252
NA	CalpB	NA	dme-miR-1002
NA	CalpB	NA	dme-miR-281-1
NA	CalpB	NA	dme-miR-305
NA	cals	NA	dme-miR-184
NA	cals	NA	dme-miR-305
NA	Calx	NA	dme-miR-263a
NA	Calx	NA	dme-miR-1002
NA	Calx	NA	dme-miR-252
NA	Calx	NA	dme-miR-279
NA	Calx	NA	dme-miR-286
NA	Calx	NA	dme-miR-996
NA	Calx	NA	dme-miR-283
NA	Calx	NA	dme-miR-316
NA	Calx	NA	dme-miR-971
NA	Cam	NA	dme-miR-33
NA	Cam	NA	dme-miR-14
NA	Camta	NA	dme-miR-79
NA	Camta	NA	dme-miR-4
NA	Camta	NA	dme-miR-1014
NA	Camta	NA	dme-miR-10-3p
NA	Camta	NA	dme-miR-1006
NA	Camta	NA	dme-miR-1017
NA	Camta	NA	dme-miR-956
NA	CanA-14F	NA	dme-miR-315
NA	CanB2	NA	dme-miR-968
NA	CanB2	NA	dme-miR-1002
NA	CAP	NA	dme-miR-1014
NA	CAP	NA	dme-miR-124
NA	CAP	NA	dme-miR-279
NA	CAP	NA	dme-miR-286
NA	CAP	NA	dme-miR-996
NA	Cap-H2	NA	dme-bantam
NA	Cap-H2	NA	dme-miR-275
NA	Cap-H2	NA	dme-miR-306
NA	caps	NA	dme-miR-988
NA	caps	NA	dme-miR-375
NA	caps	NA	dme-miR-1011
NA	caps	NA	dme-miR-315
NA	caps	NA	dme-miR-137
NA	capt	NA	dme-miR-263b
NA	cas	NA	dme-miR-2a-1
NA	cas	NA	dme-miR-6
NA	cas	NA	dme-miR-11
NA	cas	NA	dme-miR-1014
NA	cas	NA	dme-miR-13
NA	cas	NA	dme-miR-308
NA	caup	NA	dme-miR-92
NA	caup	NA	dme-miR-310
NA	caup	NA	dme-miR-311
NA	caup	NA	dme-miR-312
NA	caup	NA	dme-miR-313
NA	caup	NA	dme-miR-2a-1
NA	caup	NA	dme-miR-6
NA	caup	NA	dme-miR-11
NA	caup	NA	dme-miR-13
NA	caup	NA	dme-miR-308
NA	Cbl	NA	dme-miR-9
NA	Cbl	NA	dme-miR-14
NA	Cbl	NA	dme-miR-274
NA	CBP	NA	dme-miR-277
NA	Cbp20	NA	dme-miR-283
NA	Cbp53E	NA	dme-miR-1017
NA	Cbp53E	NA	dme-miR-79
NA	Cbp53E	NA	dme-miR-285
NA	Cbp53E	NA	dme-miR-995
NA	Cbp53E	NA	dme-miR-998
NA	Cbp53E	NA	dme-miR-987
NA	Cbp53E	NA	dme-miR-4
NA	cbt	NA	dme-miR-2a-1
NA	cbt	NA	dme-miR-6
NA	cbt	NA	dme-miR-11
NA	cbt	NA	dme-miR-13
NA	cbt	NA	dme-miR-308
NA	cbt	NA	dme-miR-958
NA	cbt	NA	dme-miR-283
NA	CcapR	NA	dme-miR-282
NA	CcapR	NA	dme-miR-10-3p
NA	CcapR	NA	dme-miR-1006
NA	CcapR	NA	dme-miR-1000
NA	CcapR	NA	dme-miR-14
NA	Cchl	NA	dme-miR-305
NA	Ccn	NA	dme-miR-190
NA	Ccp84Ac	NA	dme-miR-305
NA	Ccp84Ac	NA	dme-miR-8
NA	Ccp84Ad	NA	dme-miR-184
NA	Ccp84Ad	NA	dme-miR-305
NA	Ccp84Af	NA	dme-miR-971
NA	Cct1	NA	dme-miR-316
NA	Cct1	NA	dme-miR-971
NA	Cctgamma	NA	dme-miR-1002
NA	Cctgamma	NA	dme-miR-252
NA	Cctgamma	NA	dme-miR-277
NA	CDase	NA	dme-miR-1017
NA	CDase	NA	dme-miR-79
NA	CDase	NA	dme-miR-263b
NA	CDase	NA	dme-miR-4
NA	Cdep	NA	dme-miR-92
NA	Cdep	NA	dme-miR-310
NA	Cdep	NA	dme-miR-311
NA	Cdep	NA	dme-miR-312
NA	Cdep	NA	dme-miR-313
NA	Cdep	NA	dme-miR-964
NA	CdGAPr	NA	dme-miR-316
NA	CdGAPr	NA	dme-miR-1000
NA	CdGAPr	NA	dme-miR-263b
NA	CdGAPr	NA	dme-miR-79
NA	CdGAPr	NA	dme-miR-1017
NA	CdGAPr	NA	dme-miR-4
NA	cdi	NA	dme-miR-14
NA	cdi	NA	dme-miR-1014
NA	cdi	NA	dme-miR-276
NA	cdi	NA	dme-miR-10-3p
NA	cdi	NA	dme-miR-1006
NA	Cdk4	NA	dme-miR-2a-1
NA	Cdk4	NA	dme-miR-6
NA	Cdk4	NA	dme-miR-11
NA	Cdk4	NA	dme-miR-13
NA	Cdk4	NA	dme-miR-308
NA	Cdk4	NA	dme-miR-5
NA	CdsA	NA	dme-miR-10-3p
NA	CdsA	NA	dme-miR-1006
NA	CdsA	NA	dme-miR-305
NA	CdsA	NA	dme-miR-1014
NA	CdsA	NA	dme-miR-92
NA	CdsA	NA	dme-miR-310
NA	CdsA	NA	dme-miR-311
NA	CdsA	NA	dme-miR-312
NA	CdsA	NA	dme-miR-313
NA	Ced-12	NA	dme-miR-375
NA	Ced-12	NA	dme-miR-305
NA	Ced-12	NA	dme-miR-263b
NA	Ced-12	NA	dme-miR-8
NA	Ced-12	NA	dme-miR-92
NA	Ced-12	NA	dme-miR-310
NA	Ced-12	NA	dme-miR-311
NA	Ced-12	NA	dme-miR-312
NA	Ced-12	NA	dme-miR-313
NA	ced-6	NA	dme-miR-92
NA	ced-6	NA	dme-miR-310
NA	ced-6	NA	dme-miR-311
NA	ced-6	NA	dme-miR-312
NA	ced-6	NA	dme-miR-313
NA	ced-6	NA	dme-miR-285
NA	ced-6	NA	dme-miR-995
NA	ced-6	NA	dme-miR-998
NA	ced-6	NA	dme-miR-1003
NA	ced-6	NA	dme-miR-1004
NA	cenB1A	NA	dme-miR-263b
NA	cenB1A	NA	dme-miR-957
NA	cenB1A	NA	dme-miR-970
NA	cenB1A	NA	dme-miR-958
NA	cenG1A	NA	dme-miR-iab4as
NA	cenG1A	NA	dme-miR-958
NA	cer	NA	dme-miR-958
NA	Cf2	NA	dme-miR-315
NA	Cf2	NA	dme-miR-1017
NA	Cf2	NA	dme-miR-79
NA	Cf2	NA	dme-miR-964
NA	Cf2	NA	dme-miR-4
NA	Cf2	NA	dme-miR-927
NA	Cf2	NA	dme-miR-277
NA	Cf2	NA	dme-miR-304
NA	cg	NA	dme-miR-1000
NA	CG10000	NA	dme-miR-315
NA	CG10005	NA	dme-miR-2a-1
NA	CG10005	NA	dme-miR-6
NA	CG10005	NA	dme-miR-11
NA	CG10005	NA	dme-miR-13
NA	CG10005	NA	dme-miR-308
NA	CG10005	NA	dme-miR-283
NA	CG10011	NA	dme-miR-252
NA	CG10011	NA	dme-miR-9
NA	CG10011	NA	dme-miR-960
NA	CG10011	NA	dme-miR-976
NA	CG10011	NA	dme-miR-2a-1
NA	CG10011	NA	dme-miR-6
NA	CG10011	NA	dme-miR-11
NA	CG10011	NA	dme-miR-13
NA	CG10011	NA	dme-miR-308
NA	CG10019	NA	dme-miR-4
NA	CG10019	NA	dme-miR-279
NA	CG10019	NA	dme-miR-286
NA	CG10019	NA	dme-miR-996
NA	CG10019	NA	dme-miR-1014
NA	CG10019	NA	dme-miR-79
NA	CG10019	NA	dme-miR-1017
NA	CG10019	NA	dme-miR-987
NA	CG10019	NA	dme-miR-278
NA	CG10032	NA	dme-miR-304
NA	CG10055	NA	dme-miR-285
NA	CG10055	NA	dme-miR-995
NA	CG10055	NA	dme-miR-998
NA	CG10055	NA	dme-miR-277
NA	CG10055	NA	dme-miR-1014
NA	CG10055	NA	dme-miR-987
NA	CG10055	NA	dme-miR-282
NA	CG10062	NA	dme-miR-283
NA	CG10068	NA	dme-miR-33
NA	CG10069	NA	dme-miR-986
NA	CG10069	NA	dme-miR-190
NA	CG10077	NA	dme-miR-263b
NA	CG10077	NA	dme-miR-375
NA	CG10077	NA	dme-miR-9
NA	CG10077	NA	dme-miR-137
NA	CG10077	NA	dme-miR-305
NA	CG10080	NA	dme-miR-305
NA	CG10082	NA	dme-miR-305
NA	CG10083	NA	dme-miR-989
NA	CG10083	NA	dme-miR-8
NA	CG10083	NA	dme-miR-1000
NA	CG10086	NA	dme-miR-8
NA	CG10098	NA	dme-miR-283
NA	CG10098	NA	dme-miR-1
NA	CG10098	NA	dme-miR-8
NA	CG10098	NA	dme-miR-277
NA	CG10101	NA	dme-miR-277
NA	CG10126	NA	dme-miR-958
NA	CG10132	NA	dme-miR-305
NA	CG10137	NA	dme-miR-1000
NA	CG10148	NA	dme-miR-219
NA	CG10151	NA	dme-miR-283
NA	CG10151	NA	dme-bantam
NA	CG10163	NA	dme-miR-285
NA	CG10163	NA	dme-miR-995
NA	CG10163	NA	dme-miR-998
NA	CG10175	NA	dme-miR-994
NA	CG10175	NA	dme-miR-33
NA	CG10175	NA	dme-miR-277
NA	CG10175	NA	dme-miR-5
NA	CG10176	NA	dme-miR-283
NA	CG10178	NA	dme-miR-980
NA	CG10178	NA	dme-miR-2a-1
NA	CG10178	NA	dme-miR-6
NA	CG10178	NA	dme-miR-11
NA	CG10178	NA	dme-miR-13
NA	CG10178	NA	dme-miR-308
NA	CG10178	NA	dme-miR-iab4as
NA	CG10182	NA	dme-miR-277
NA	CG10182	NA	dme-miR-263a
NA	CG10185	NA	dme-miR-958
NA	CG10188	NA	dme-miR-1011
NA	CG1021	NA	dme-miR-305
NA	CG10217	NA	dme-miR-981
NA	CG10217	NA	dme-miR-958
NA	CG10217	NA	dme-miR-124
NA	CG10217	NA	dme-miR-184
NA	CG10222	NA	dme-miR-999
NA	CG10225	NA	dme-miR-316
NA	CG10237	NA	dme-miR-965
NA	CG10249	NA	dme-miR-33
NA	CG10249	NA	dme-miR-375
NA	CG10249	NA	dme-miR-1
NA	CG10249	NA	dme-miR-190
NA	CG10252	NA	dme-miR-92
NA	CG10252	NA	dme-miR-310
NA	CG10252	NA	dme-miR-311
NA	CG10252	NA	dme-miR-312
NA	CG10252	NA	dme-miR-313
NA	CG10254	NA	dme-miR-314
NA	CG10257	NA	dme-miR-277
NA	CG10274	NA	dme-miR-137
NA	NA	NA	dme-miR-275CG10277
NA	CG10277	NA	dme-miR-306
NA	CG10283	NA	dme-miR-1000
NA	CG10289	NA	dme-miR-iab4as
NA	CG10311	NA	dme-miR-92
NA	CG10311	NA	dme-miR-310
NA	CG10311	NA	dme-miR-311
NA	CG10311	NA	dme-miR-312
NA	CG10311	NA	dme-miR-313
NA	CG10324	NA	dme-miR-274
NA	CG10326	NA	dme-miR-31
NA	CG10326	NA	dme-miR-316
NA	CG10338	NA	dme-miR-986
NA	CG10338	NA	dme-miR-124
NA	CG10338	NA	dme-miR-210
NA	CG10338	NA	dme-miR-7
NA	CG10338	NA	dme-miR-981
NA	CG10338	NA	dme-miR-305
NA	CG10338	NA	dme-miR-977
NA	CG10338	NA	dme-miR-190
NA	CG10338	NA	dme-miR-283
NA	CG10341	NA	dme-miR-1011
NA	CG10343	NA	dme-miR-315
NA	CG10345	NA	dme-miR-283
NA	CG10345	NA	dme-miR-999
NA	CG10345	NA	dme-miR-2a-1
NA	CG10345	NA	dme-miR-6
NA	CG10345	NA	dme-miR-11
NA	CG10345	NA	dme-miR-13
NA	CG10345	NA	dme-miR-308
NA	CG10345	NA	dme-miR-929
NA	CG10348	NA	dme-miR-305
NA	CG10353	NA	dme-miR-976
NA	CG10357	NA	dme-miR-4
NA	CG10357	NA	dme-miR-375
NA	CG10359	NA	dme-miR-1017
NA	CG10359	NA	dme-miR-252
NA	CG10359	NA	dme-miR-125
NA	CG10359	NA	dme-miR-34
NA	CG10359	NA	dme-miR-1002
NA	CG10359	NA	dme-miR-79
NA	CG10359	NA	dme-miR-4
NA	CG10359	NA	dme-miR-277
NA	CG10361	NA	dme-miR-277
NA	CG10375	NA	dme-miR-932
NA	CG10399	NA	dme-miR-277
NA	CG10413	NA	dme-miR-283
NA	CG10413	NA	dme-miR-8
NA	CG10413	NA	dme-miR-190
NA	CG10426	NA	dme-miR-994
NA	CG10426	NA	dme-miR-5
NA	CG10426	NA	dme-miR-307
NA	CG10426	NA	dme-miR-279
NA	CG10426	NA	dme-miR-286
NA	CG10426	NA	dme-miR-996
NA	CG10440	NA	dme-miR-976
NA	CG10444	NA	dme-miR-7
NA	CG10444	NA	dme-miR-iab-4-3p
NA	CG10477	NA	dme-miR-958
NA	CG10478	NA	dme-miR-976
NA	CG10479	NA	dme-miR-1010
NA	CG10479	NA	dme-miR-2a-1
NA	CG10479	NA	dme-miR-6
NA	CG10479	NA	dme-miR-11
NA	CG10479	NA	dme-miR-13
NA	CG10479	NA	dme-miR-308
NA	CG10481	NA	dme-miR-1014
NA	CG10483	NA	dme-miR-210
NA	CG10492	NA	dme-miR-999
NA	CG10492	NA	dme-miR-315
NA	CG10492	NA	dme-miR-1002
NA	CG10492	NA	dme-miR-137
NA	CG10492	NA	dme-miR-968
NA	CG10492	NA	dme-miR-927
NA	CG10492	NA	dme-miR-281-1
NA	CG10492	NA	dme-miR-281-2-3p
NA	CG10494	NA	dme-miR-927
NA	CG10494	NA	dme-miR-932
NA	CG10494	NA	dme-miR-210
NA	CG10494	NA	dme-miR-1000
NA	CG10505	NA	dme-miR-956
NA	CG10505	NA	dme-miR-314
NA	CG10508	NA	dme-miR-263b
NA	CG10508	NA	dme-miR-1
NA	CG10512	NA	dme-miR-9
NA	CG10512	NA	dme-miR-277
NA	CG10512	NA	dme-miR-263a
NA	CG10516	NA	dme-miR-277
NA	CG10527	NA	dme-miR-958
NA	CG10543	NA	dme-miR-137
NA	CG10550	NA	dme-miR-2a-1
NA	CG10550	NA	dme-miR-6
NA	CG10550	NA	dme-miR-11
NA	CG10550	NA	dme-miR-13
NA	CG10550	NA	dme-miR-308
NA	CG10559	NA	dme-miR-989
NA	CG10559	NA	dme-miR-315
NA	CG10561	NA	dme-miR-279
NA	CG10561	NA	dme-miR-286
NA	CG10561	NA	dme-miR-996
NA	CG10575	NA	dme-miR-277
NA	CG10576	NA	dme-miR-981
NA	CG10590	NA	dme-miR-137
NA	CG10598	NA	dme-miR-1014
NA	CG10598	NA	dme-miR-10-3p
NA	CG10598	NA	dme-miR-1006
NA	CG10600	NA	dme-miR-305
NA	CG10600	NA	dme-miR-1000
NA	CG10600	NA	dme-miR-282
NA	CG10602	NA	dme-miR-277
NA	CG10617	NA	dme-miR-9
NA	CG10617	NA	dme-miR-2a-1
NA	CG10617	NA	dme-miR-6
NA	CG10617	NA	dme-miR-11
NA	CG10617	NA	dme-miR-13
NA	CG10617	NA	dme-miR-308
NA	CG10617	NA	dme-miR-277
NA	CG10617	NA	dme-miR-1000
NA	CG10621	NA	dme-bantam
NA	CG10621	NA	dme-miR-375
NA	CG10621	NA	dme-miR-316
NA	CG10625	NA	dme-miR-317
NA	CG10625	NA	dme-miR-277
NA	CG10627	NA	dme-miR-277
NA	CG10631	NA	dme-miR-994
NA	CG10631	NA	dme-miR-5
NA	CG10632	NA	dme-miR-305
NA	CG10632	NA	dme-miR-375
NA	CG10633	NA	dme-miR-87
NA	CG10633	NA	dme-miR-263b
NA	CG10641	NA	dme-miR-263a
NA	CG10651	NA	dme-miR-277
NA	CG10663	NA	dme-miR-282
NA	CG10663	NA	dme-miR-2a-2
NA	CG10663	NA	dme-miR-2c
NA	CG10671	NA	dme-miR-932
NA	CG10671	NA	dme-miR-999
NA	CG10710	NA	dme-miR-9
NA	CG10710	NA	dme-miR-263b
NA	CG10710	NA	dme-miR-999
NA	CG10710	NA	dme-miR-34
NA	CG10710	NA	dme-miR-184
NA	CG10713	NA	dme-miR-92
NA	CG10713	NA	dme-miR-310
NA	CG10713	NA	dme-miR-311
NA	CG10713	NA	dme-miR-312
NA	CG10713	NA	dme-miR-313
NA	CG10713	NA	dme-miR-2a-1
NA	CG10713	NA	dme-miR-6
NA	CG10713	NA	dme-miR-11
NA	CG10713	NA	dme-miR-13
NA	CG10713	NA	dme-miR-308
NA	CG10713	NA	dme-miR-932
NA	CG10713	NA	dme-miR-87
NA	CG10713	NA	dme-miR-927
NA	CG10713	NA	dme-miR-8
NA	CG10724	NA	dme-miR-190
NA	CG10732	NA	dme-miR-1
NA	CG10737	NA	dme-miR-283
NA	CG10737	NA	dme-miR-92
NA	CG10737	NA	dme-miR-310
NA	CG10737	NA	dme-miR-311
NA	CG10737	NA	dme-miR-312
NA	CG10737	NA	dme-miR-313
NA	CG10737	NA	dme-miR-305
NA	CG10738	NA	dme-miR-4
NA	CG10738	NA	dme-miR-277
NA	CG10738	NA	dme-miR-279
NA	CG10738	NA	dme-miR-286
NA	CG10738	NA	dme-miR-996
NA	CG10738	NA	dme-miR-1003
NA	CG10738	NA	dme-miR-1004
NA	CG10738	NA	dme-miR-317
NA	CG10738	NA	dme-miR-33
NA	CG10738	NA	dme-miR-1017
NA	CG10738	NA	dme-miR-305
NA	CG10738	NA	dme-miR-315
NA	CG10738	NA	dme-miR-79
NA	CG10741	NA	dme-bantam
NA	CG10741	NA	dme-miR-iab-4-5p
NA	CG10743	NA	dme-miR-1000
NA	CG10743	NA	dme-miR-10-3p
NA	CG10743	NA	dme-miR-1006
NA	CG10743	NA	dme-miR-1014
NA	CG1075	NA	dme-miR-315
NA	CG1075	NA	dme-miR-284
NA	CG1075	NA	dme-miR-1014
NA	CG10777	NA	dme-miR-305
NA	CG10777	NA	dme-miR-2a-1
NA	CG10777	NA	dme-miR-6
NA	CG10777	NA	dme-miR-11
NA	CG10777	NA	dme-miR-13
NA	CG10777	NA	dme-miR-308
NA	CG1079	NA	dme-miR-2a-1
NA	CG1079	NA	dme-miR-6
NA	CG1079	NA	dme-miR-11
NA	CG1079	NA	dme-miR-13
NA	CG1079	NA	dme-miR-308
NA	CG10795	NA	dme-miR-970
NA	CG10803	NA	dme-miR-124
NA	CG10803	NA	dme-miR-277
NA	CG10804	NA	dme-miR-9
NA	CG10804	NA	dme-miR-307
NA	CG10804	NA	dme-miR-1000
NA	CG10804	NA	dme-miR-957
NA	CG10804	NA	dme-miR-284
NA	CG10804	NA	dme-miR-14
NA	CG10809	NA	dme-miR-4
NA	CG10809	NA	dme-miR-1017
NA	CG10809	NA	dme-miR-79
NA	CG10809	NA	dme-miR-1000
NA	CG10830	NA	dme-miR-3
NA	CG10830	NA	dme-miR-309
NA	CG10830	NA	dme-miR-318
NA	CG10830	NA	dme-miR-980
NA	CG10830	NA	dme-miR-219
NA	CG10853	NA	dme-miR-1011
NA	CG10858	NA	dme-miR-210
NA	CG10862	NA	dme-miR-999
NA	CG10866	NA	dme-miR-210
NA	CG10866	NA	dme-miR-2a-1
NA	CG10866	NA	dme-miR-6
NA	CG10866	NA	dme-miR-11
NA	CG10866	NA	dme-miR-13
NA	CG10866	NA	dme-miR-308
NA	CG10874	NA	dme-miR-92
NA	CG10874	NA	dme-miR-310
NA	CG10874	NA	dme-miR-311
NA	CG10874	NA	dme-miR-312
NA	CG10874	NA	dme-miR-313
NA	CG10881	NA	dme-miR-988
NA	CG10881	NA	dme-miR-971
NA	CG10882	NA	dme-miR-7
NA	CG10887	NA	dme-miR-971
NA	CG10887	NA	dme-miR-33
NA	CG1090	NA	dme-miR-960
NA	CG10909	NA	dme-miR-976
NA	CG10915	NA	dme-miR-960
NA	CG10918	NA	dme-miR-281-1
NA	CG10918	NA	dme-miR-1014
NA	CG10918	NA	dme-miR-281-2-3p
NA	CG10924	NA	dme-miR-282
NA	CG10932	NA	dme-miR-277
NA	CG10936	NA	dme-miR-79
NA	CG10936	NA	dme-miR-4
NA	CG10936	NA	dme-miR-1017
NA	CG10948	NA	dme-miR-4
NA	CG10960	NA	dme-miR-10-3p
NA	CG10960	NA	dme-miR-1006
NA	CG10960	NA	dme-miR-1014
NA	CG10960	NA	dme-miR-14
NA	CG10960	NA	dme-miR-316
NA	CG10979	NA	dme-miR-8
NA	CG10991	NA	dme-miR-971
NA	CG10999	NA	dme-miR-2a-1
NA	CG10999	NA	dme-miR-6
NA	CG10999	NA	dme-miR-11
NA	CG10999	NA	dme-miR-13
NA	CG10999	NA	dme-miR-308
NA	CG1103	NA	dme-miR-31
NA	CG1103	NA	dme-miR-958
NA	CG1103	NA	dme-miR-124
NA	CG11030	NA	dme-miR-1014
NA	CG11030	NA	dme-miR-124
NA	CG11034	NA	dme-miR-279
NA	CG11034	NA	dme-miR-286
NA	CG11034	NA	dme-miR-996
NA	CG11041	NA	dme-miR-278
NA	CG11041	NA	dme-miR-277
NA	CG11041	NA	dme-miR-2a-2
NA	CG11041	NA	dme-miR-2c
NA	CG11041	NA	dme-miR-193
NA	CG11043	NA	dme-miR-283
NA	CG11044	NA	dme-miR-2a-1
NA	CG11044	NA	dme-miR-6
NA	CG11044	NA	dme-miR-11
NA	CG11044	NA	dme-miR-13
NA	CG11044	NA	dme-miR-308
NA	CG11044	NA	dme-miR-1017
NA	CG11044	NA	dme-miR-79
NA	CG11044	NA	dme-miR-4
NA	CG11048	NA	dme-miR-315
NA	CG1105	NA	dme-miR-184
NA	CG1105	NA	dme-miR-277
NA	CG11050	NA	dme-let-7
NA	CG11050	NA	dme-miR-315
NA	CG11050	NA	dme-miR-987
NA	CG11055	NA	dme-miR-3
NA	CG11055	NA	dme-miR-309
NA	CG11055	NA	dme-miR-318
NA	CG11055	NA	dme-miR-252
NA	CG11055	NA	dme-miR-958
NA	CG11063	NA	dme-miR-210
NA	CG11070	NA	dme-miR-9
NA	CG11071	NA	dme-miR-305
NA	CG11071	NA	dme-miR-1000
NA	CG11071	NA	dme-miR-100
NA	CG11071	NA	dme-miR-92
NA	CG11071	NA	dme-miR-310
NA	CG11071	NA	dme-miR-311
NA	CG11071	NA	dme-miR-312
NA	CG11071	NA	dme-miR-313
NA	CG11073	NA	dme-miR-987
NA	CG11085	NA	dme-miR-92
NA	CG11085	NA	dme-miR-310
NA	CG11085	NA	dme-miR-311
NA	CG11085	NA	dme-miR-312
NA	CG11085	NA	dme-miR-313
NA	CG11089	NA	dme-miR-1
NA	CG11105	NA	dme-miR-87
NA	CG11105	NA	dme-miR-2a-2
NA	CG11105	NA	dme-miR-2c
